 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,39519,5,2,24,0,6,0,4.8,2.683281573,0,0,0.0,0.0,607.3028164,177.1299881,6586.5,15942.66122,39129,1,39519,9879.75,19548.04804,39201,1,39260,39260.0,0.0,39260,39260,0,0,0,0,112,76,126.5214201,50.60856803,0,6,3.0,3.207134903,10.28571429,0,0,0,0,1,1,0,0,0,3.428571429,4.8,0.0,112,0,0,0,0,0,0,5,24,2,0,33304,972,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,5517636,8,6,372,4141,191,0,46.5,71.87687886,1460,0,690.1666667,694.3412466,817.9227481,2.537318518,424433.5385,1481362.571,5354408,3,5517636,788233.7143,2013634.539,5354408,3,90070,18014.0,25970.25166,58691,48,0,0,0,0,172,132,1.449896296,1.087422222,0,1460,300.8666667,532.1237593,283155.6952,0,0,0,1,0,0,0,0,0,322.3571429,46.5,690.1666667,172,0,0,0,0,0,0,8,372,6,4141,8192,946,7,20,163225.0,0.0,163225,163225,5354408.0,0.0,5354408,5354408,Benign
49668,15079,2,2,0,12,0,0,0.0,0.0,6,6,6.0,0.0,795.8087406,265.2695802,5026.333333,7465.501345,13637,366,15079,15079.0,0.0,15079,15079,1076,1076.0,0.0,1076,1076,0,0,0,0,64,40,132.6347901,132.6347901,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,64,0,0,0,0,0,0,2,0,2,12,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
37175,23,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43478.26087,43478.26087,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,340,240,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,117322615,11,9,885,373,517,0,80.45454545,152.0120809,156,0,41.44444444,49.272485,10.72257041,0.170470118,6174874.474,18300000.0,58500000,47,117000000,11700000.0,24500000.0,58500000,25568,117000000,14600000.0,27000000.0,58700000,207,0,0,0,0,232,192,0.093758565,0.076711553,0,517,59.9047619,114.4114963,13089.99048,0,0,0,1,0,0,0,0,0,62.9,80.45454545,41.44444444,232,0,0,0,0,0,0,11,885,9,373,8192,351,10,20,346021.5,154992.8567,455618,236425,58200000.0,427580.3995,58500000,57900000,Benign
123,40597,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2364.706752,49.26472399,40597.0,0.0,40597,40597,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,24.632362,24.632362,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,24028,2,2,78,290,39,39,39.0,0.0,145,145,145.0,0.0,15315.46529,166.4724488,8009.333333,13865.64406,24020,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,64,83.2362244,83.2362244,39,145,81.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,101.75,39.0,145.0,40,0,0,0,0,0,0,2,78,2,290,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,115752630,23,20,1693,7157,1195,0,73.60869565,250.0163157,3441,0,357.85,959.9398706,76.45614618,0.37148184,2756015.0,4403638.853,10000000,3,116000000,5261483.182,5018178.266,10100000,191,112000000,5889781.737,5095937.356,10100000,3,0,0,0,0,472,408,0.198699589,0.172782251,0,3441,201.1363636,678.388672,460211.1903,0,0,0,1,0,0,0,0,0,205.8139535,73.60869565,357.85,472,0,0,0,0,0,0,23,1693,20,7157,8192,5934,22,20,174263.1818,198191.8417,771641,107854,9999769.364,21231.5003,10000000,9937607,Benign
47648,15,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,66666.66667,66666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,46303,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,3909.033972,43.19374555,46303.0,0.0,46303,46303,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.59687277,21.59687277,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,32,0,0,0,0,0,0,1,64,1,117,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
59626,28,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,428571.4286,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,35714.28571,35714.28571,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,360,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,23907,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,9202.325679,167.3150123,7969.0,13796.65072,23900,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,83.65750617,83.65750617,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,64,0,0,0,0,0,0,2,94,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,4080365,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,41.41786335,1.470456687,816073.0,1774460.439,3989622,36,4080365,1020091.25,1980099.051,3989622,48,0,0.0,0.0,0,0,1,0,0,0,160,32,1.225380573,0.245076115,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,329,126,2,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,23424,1,1,59,75,59,59,59.0,0.0,75,75,75.0,0.0,5720.628415,85.38251366,23424.0,0.0,23424,23424,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.69125683,42.69125683,59,75,64.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,96.5,59.0,75.0,32,0,0,0,0,0,0,1,59,1,75,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50560,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15873.01587,15873.01587,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,283,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,118632494,23,22,1032,8431,267,0,44.86956522,72.37987186,2325,0,383.2272727,650.6370455,79.76735278,0.379322717,2696193.045,12300000.0,58400000,1,119000000,5392386.091,17100000.0,58500000,1,119000000,5646621.19,17500000.0,58400000,1,0,0,0,0,744,712,0.193876056,0.185446662,0,2325,205.7173913,479.2527824,229683.2295,0,0,0,1,0,0,0,0,0,210.2888889,44.86956522,383.2272727,744,0,0,0,0,0,0,23,1032,22,8431,29200,357,10,32,1053208.0,1354482.838,2010972,95444,58200000.0,201383.3042,58400000,58100000,Benign
443,116200194,34,30,877,22310,500,0,25.79411765,93.49113697,1418,0,743.6666667,697.5205513,199.5435567,0.550773607,1844447.524,3844975.001,10000000,1,116000000,3521218.0,4775001.213,10000000,1,111000000,3820475.414,4953432.438,10100000,1,0,0,0,0,1096,968,0.292598479,0.258175128,0,1418,356.7230769,596.0867048,355319.3596,0,0,0,1,0,0,0,0,0,362.296875,25.79411765,743.6666667,1096,0,0,0,0,0,0,34,877,30,22310,29200,357,4,32,60640.75,81080.04208,318094,36881,9622704.75,1339377.035,10000000,5369632,Benign
53,12533502,2,2,88,203,44,44,44.0,0.0,131,72,101.5,41.71930009,23.21777265,0.319144641,4177834.0,7157899.293,12400000,30220,12500000,12500000.0,0.0,12500000,12500000,12500000,12500000.0,0.0,12500000,12500000,0,0,0,0,48,40,0.159572321,0.159572321,44,131,67.0,37.77565354,1427.0,0,0,0,0,0,0,0,0,1,83.75,44.0,101.5,48,0,0,0,0,0,0,2,88,2,203,-1,-1,1,20,60236.0,0.0,60236,60236,12400000.0,0.0,12400000,12400000,Benign
53,31620,2,2,70,232,35,35,35.0,0.0,116,116,116.0,0.0,9550.917141,126.5022138,10540.0,18212.53005,31570,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,63.25110689,63.25110689,35,116,67.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,84.25,35.0,116.0,64,0,0,0,0,0,0,2,70,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
59750,18,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,1722222.222,166666.6667,9.0,11.3137085,17,1,18,9.0,11.3137085,17,1,0,0.0,0.0,0,0,0,0,0,0,96,0,166666.6667,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,0,3,31,0,0,1039,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
123,16395,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5855.443733,121.9884111,16395.0,0.0,16395,16395,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,60.99420555,60.99420555,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,725,1,1,51,108,51,51,51.0,0.0,108,108,108.0,0.0,219310.3448,2758.62069,725.0,0.0,725,725,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,1379.310345,1379.310345,51,108,70.0,32.90896534,1083.0,0,0,0,0,0,0,0,0,1,105.0,51.0,108.0,40,0,0,0,0,0,0,1,51,1,108,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,33996144,12,13,1392,899,565,0,116.0,202.1430637,325,0,69.15384615,116.9500222,67.38999576,0.735377518,1416506.0,3393201.603,10000000,4,30600000,2778789.727,4664861.467,10000000,551,34000000,2829632.333,4460335.175,10100000,4,0,0,0,0,252,272,0.352981209,0.382396309,0,565,88.11538462,159.4210342,25415.06615,0,0,0,1,0,0,0,0,1,91.64,116.0,69.15384615,252,0,0,0,0,0,0,12,1392,13,899,8192,5120,11,20,166657.0,239330.4525,443012,28448,10000000.0,23822.90466,10000000,10000000,Benign
443,16038314,9,7,1374,568,517,0,152.6666667,219.4401969,200,0,81.14285714,94.55232867,121.0850467,0.997611096,1069220.933,2760866.336,10000000,4,6035197,754399.625,1666183.625,4773825,310,16000000,2664601.333,4052556.49,10000000,4,0,0,0,0,296,232,0.561156241,0.436454854,0,517,114.2352941,171.9158695,29555.06618,0,0,0,1,0,0,0,0,0,121.375,152.6666667,81.14285714,296,0,0,0,0,0,0,9,1374,7,568,29200,126,4,32,6035197.0,0.0,6035197,6035197,10000000.0,0.0,10000000,10000000,Benign
53,25830,2,2,90,384,45,45,45.0,0.0,192,192,192.0,0.0,18350.75494,154.8586914,8610.0,14906.89528,25823,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,64,77.42934572,77.42934572,45,192,103.8,80.51521595,6482.7,0,0,0,0,0,0,0,0,1,129.75,45.0,192.0,40,0,0,0,0,0,0,2,90,2,384,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,5614373,8,6,371,4213,190,0,46.375,71.58997835,1460,0,702.1666667,700.7990915,816.4758558,2.493599909,431874.8462,1514929.414,5473588,3,5614373,802053.2857,2060123.203,5473588,3,65649,13129.8,17057.53934,34116,48,0,0,0,0,172,132,1.424914234,1.068685675,0,1460,305.6,538.9166116,290431.1143,0,0,0,1,0,0,0,0,0,327.4285714,46.375,702.1666667,172,0,0,0,0,0,0,8,371,6,4213,8192,946,7,20,140782.0,0.0,140782,140782,5473588.0,0.0,5473588,5473588,Benign
60091,31,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,387096.7742,64516.12903,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32258.06452,32258.06452,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,32,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53070,234,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,51282.05128,8547.008547,234.0,0.0,234,234,234,234.0,0.0,234,234,0,0.0,0.0,0,0,0,0,0,0,40,0,8547.008547,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,744024,10,8,531,3794,197,0,53.1,76.59627203,1460,0,474.25,630.4625853,5812.984527,24.19276798,43766.11765,47134.36337,139852,3,744024,82669.33333,42815.44416,139852,49,484296,69185.14286,85984.52822,200946,3,0,0,0,0,212,172,13.44042665,10.75234132,0,1460,227.6315789,452.0434112,204343.2456,0,0,0,1,0,0,0,0,0,240.2777778,53.1,474.25,212,0,0,0,0,0,0,10,531,8,3794,8192,22,9,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
40488,27,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,37037.03704,37037.03704,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,5555339,9,6,348,6001,191,0,38.66666667,70.58859681,2847,0,1000.166667,1128.129499,1142.864549,2.70010525,396809.9286,1449236.417,5431808,3,5555339,694417.375,1914328.421,5431808,3,56616,11323.2,14743.82697,28823,50,0,0,0,0,296,200,1.62006315,1.0800421,0,2847,396.8125,812.3766137,659955.7625,0,0,0,1,0,0,0,0,0,423.2666667,38.66666667,1000.166667,296,0,0,0,0,0,0,9,348,6,6001,29200,235,3,32,123528.0,0.0,123528,123528,5431808.0,0.0,5431808,5431808,Benign
53785,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,362,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,47333,2,2,60,416,30,30,30.0,0.0,208,208,208.0,0.0,10056.40885,84.50763738,15777.66667,27284.4271,47283,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,80,64,42.25381869,42.25381869,30,208,101.2,97.49461524,9505.2,0,0,0,0,0,0,0,0,1,126.5,30.0,208.0,80,0,0,0,0,0,0,2,60,2,416,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,Benign
49886,2893,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4147.943311,691.3238852,2893.0,0.0,2893,2893,2893,2893.0,0.0,2893,2893,0,0.0,0.0,0,0,0,0,0,0,40,0,691.3238852,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,131,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,99802,1,1,46,176,46,46,46.0,0.0,176,176,176.0,0.0,2224.404321,20.03967856,99802.0,0.0,99802,99802,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.01983928,10.01983928,46,176,89.33333333,75.05553499,5633.333333,0,0,0,0,0,0,0,0,1,134.0,46.0,176.0,20,0,0,0,0,0,0,1,46,1,176,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,260,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,23537,2,2,62,252,31,31,31.0,0.0,126,126,126.0,0.0,13340.69763,169.9451927,7845.666667,13582.16508,23529,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,84.97259634,84.97259634,31,126,69.0,52.03364296,2707.5,0,0,0,0,0,0,0,0,1,86.25,31.0,126.0,64,0,0,0,0,0,0,2,62,2,252,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,35769,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,335.4860354,55.91433923,35769.0,0.0,35769,35769,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27.95716962,27.95716962,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,303,71,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,5567154,8,5,374,3437,193,0,46.75,72.45244746,1713,0,687.4,832.1621236,684.5508495,2.335124913,463929.5,1551714.159,5390940,4,5567154,795307.7143,2026628.61,5390940,4,110519,27629.75,32022.98334,65478,201,0,0,0,0,172,112,1.436999946,0.898124967,0,1713,272.2142857,564.9636038,319183.8736,0,0,0,1,0,0,0,0,0,293.1538462,46.75,687.4,172,0,0,0,0,0,0,8,374,5,3437,8192,237,7,20,176210.0,0.0,176210,176210,5390940.0,0.0,5390940,5390940,Benign
80,47,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0,0,0,40,0,42553.19149,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,1058,1,1,47,92,47,47,47.0,0.0,92,92,92.0,0.0,131379.9622,1890.359168,1058.0,0.0,1058,1058,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,945.1795841,945.1795841,47,92,62.0,25.98076211,675.0,0,0,0,0,0,0,0,0,1,93.0,47.0,92.0,20,0,0,0,0,0,0,1,47,1,92,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,30718,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,3255.420275,65.1084055,30718.0,0.0,30718,30718,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.55420275,32.55420275,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,20,0,0,0,0,0,0,1,42,1,58,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6037425,11,11,4392,6875,2920,0,399.2727273,872.2655663,1400,0,625.0,663.672811,1866.192955,3.643937606,287496.4286,1242543.702,5708942,2,6037425,603742.5,1794614.394,5708942,3,293766,29376.6,37042.68124,107614,2,0,0,0,0,232,228,1.821968803,1.821968803,0,2920,489.8695652,755.1101247,570191.3004,0,0,0,1,0,0,0,0,1,512.1363636,399.2727273,625.0,232,0,0,0,0,0,0,11,4392,11,6875,8192,18980,10,20,328480.0,0.0,328480,328480,5708942.0,0.0,5708942,5708942,Benign
443,21878861,29,29,2226,36847,710,0,76.75862069,200.4647556,4344,0,1270.586207,1015.796574,1785.879073,2.650960669,383839.6667,1857744.918,10000000,1,21900000,781387.8929,2627786.263,10100000,1,21800000,778244.3571,2640937.713,10100000,49,0,0,0,0,936,936,1.325480335,1.325480335,0,4344,662.2542373,938.8979342,881529.3308,0,0,0,1,0,0,0,0,1,673.6724138,76.75862069,1270.586207,936,0,0,0,0,0,0,29,2226,29,36847,29200,125,5,32,547441.0,650197.4132,1007200,87682,10000000.0,5161.879503,10000000,10000000,Benign
443,4196723,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,43.1288889,1.429686925,839344.6,1725548.487,3922851,4,4196723,1049180.75,1918704.37,3922851,4,0,0.0,0.0,0,0,1,0,0,0,100,20,1.191405771,0.238281154,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,256,351,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,18553,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,646.7956665,107.7992777,18553.0,0.0,18553,18553,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,53.89963887,53.89963887,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,169,2,2,54,182,27,27,27.0,0.0,91,91,91.0,0.0,1396449.704,23668.63905,56.33333333,92.37604307,163,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11834.31953,11834.31953,27,91,52.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,65.75,27.0,91.0,64,0,0,0,0,0,0,2,54,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,115104392,27,28,852,23124,372,0,31.55555556,80.35992751,2920,0,825.8571429,968.229186,208.2978728,0.477827119,2131562.815,4058096.58,10000000,3,115000000,4427092.0,4953504.159,10000000,3,110000000,4086245.963,4999325.161,10000000,48,0,0,0,0,564,704,0.234569677,0.243257442,0,2920,428.1428571,790.1482353,624334.2338,0,0,0,1,0,0,0,0,1,435.9272727,31.55555556,825.8571429,564,0,0,0,0,0,0,27,852,28,23124,8192,980,25,20,50568.45455,91034.94076,325049,22988,9979353.818,72032.01286,10000000,9762822,Benign
53,60539,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,1982.193297,33.03655495,60539.0,0.0,60539,60539,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.51827747,16.51827747,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,32,0,0,0,0,0,0,1,52,1,68,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,213,2,2,146,402,73,73,73.0,0.0,201,201,201.0,0.0,2572769.953,18779.34272,71.0,81.26499862,161,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,9389.671362,9389.671362,73,201,124.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,155.25,73.0,201.0,40,0,0,0,0,0,0,2,146,2,402,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,47435,1,1,87,169,87,87,87.0,0.0,169,169,169.0,0.0,5396.858859,42.16295984,47435.0,0.0,47435,47435,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.08147992,21.08147992,87,169,114.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,171.5,87.0,169.0,32,0,0,0,0,0,0,1,87,1,169,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,31551,2,2,66,118,33,33,33.0,0.0,59,59,59.0,0.0,5831.827834,126.778866,10517.0,18173.55829,31502,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,80,63.38943298,63.38943298,33,59,43.4,14.2407865,202.8,0,0,0,0,0,0,0,0,1,54.25,33.0,59.0,40,0,0,0,0,0,0,2,66,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,23758,2,2,90,146,45,45,45.0,0.0,73,73,73.0,0.0,9933.496086,168.3643404,7919.333333,13672.53891,23707,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,84.18217022,84.18217022,45,73,56.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,70.25,45.0,73.0,40,0,0,0,0,0,0,2,90,2,146,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,3678830,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,49.20042514,1.630953319,735766.0,1604401.192,3605580,1,3678830,919707.5,1790905.682,3605580,1,0,0.0,0.0,0,0,1,0,0,0,100,20,1.359127766,0.271825553,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,253,64,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
